SSDSE-A-2022,prefecture,municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R43100,åFñ{åß,åFñ{és,738865,349115,389750,718502,338800,379702,99199,50625,48574,429187,207631,221556,191066,80083,110983,96800,36235,60565,5421,6101,7090,38883,39186,326920,326140,717982,173804,128009,66473,35111,36599,3386,1241,39032,32844,28310,99,8,3,2430,1091,21,352,538,7733,620,2004,1680,3466,2646,958,2493,192,1976,305105,1046,50,11,19748,21903,729,6659,10990,66166,11286,9163,9539,30097,13880,15159,57771,3519,27389,5084,1565,91.6,6.6,407076330,117804098,398501331,138142442,54648855,69337474,8746456,37,4839,93,2481,41351,52,1459,20986,0,0,0,0,27,25746,342732,177656,165076,13827,8107,5720,202977,71622,131355,10994,55842,264029,21,6,733313,16592,5418,2937,83,79,632,405,3196,700,2187,183
R43202,åFñ{åß,î™ë„és,123067,57298,65769,120072,56474,63598,14679,7487,7192,65046,31566,33480,42131,17647,24484,22619,8345,14274,2036,822,1721,2900,3290,49204,48996,117827,26302,15791,13101,6738,6739,427,191,68136,18226,5904,66,3,5,572,362,10,20,148,1692,88,350,210,652,567,141,550,54,414,49011,758,25,68,3951,7276,195,132,3103,10941,941,877,748,4108,2143,937,9835,428,2545,3160,1025,94.8,9.6,63311568,15571556,62467655,23606321,5318173,6610058,3031152,9,300,24,491,6310,16,313,3149,0,0,0,0,8,3766,56898,29154,27744,2545,1622,923,42767,15911,26856,7753,12246,36456,1,3,125966,18126,1256,553,9,8,119,64,336,98,233,56
R43203,åFñ{åß,êlãgés,31108,14363,16745,30761,14199,16562,3709,1893,1816,15261,7436,7825,11649,4748,6901,6330,2228,4102,175,201,514,1126,1551,13288,13236,29481,7016,4703,3607,1919,2193,117,40,21055,5241,2121,30,0,0,150,115,5,18,28,545,40,95,72,374,244,64,185,18,138,16205,388,0,0,958,1506,125,114,569,3400,348,219,352,1889,1038,305,4019,270,705,676,435,99.9,5,18702071,3728706,18360328,6806764,1620338,1162019,121512,3,145,6,128,1633,3,76,845,0,0,0,0,2,1313,14444,7450,6994,734,425,309,11265,4073,7192,1048,2705,10553,8,1,32349,4404,443,314,2,9,39,26,139,35,110,13
R43204,åFñ{åß,çrîˆés,50832,23900,26932,50418,23703,26715,6383,3280,3103,26066,12844,13222,18248,7707,10541,9241,3445,5796,305,332,716,1356,1571,20783,20712,48813,12390,6280,6264,3301,3341,180,81,5737,4820,1709,7,1,0,157,93,5,4,24,470,21,63,44,191,244,56,190,15,124,15011,52,12,0,1070,1966,26,31,269,3274,204,228,168,1462,1423,393,3556,161,716,414,331,91.1,9.3,23764184,5258612,23644757,10379658,2729398,2287011,31711,8,408,10,203,2688,3,95,1222,0,0,0,0,2,944,21857,11619,10238,1241,770,471,19431,7261,12170,851,5985,14744,1,1,52322,12384,410,148,4,3,47,21,137,30,85,11
R43205,åFñ{åß,êÖñìés,23557,10913,12644,23485,10889,12596,2673,1408,1265,11219,5527,5692,9624,3946,5678,5307,1904,3403,66,134,379,473,749,10123,10083,22180,5788,3444,3088,1766,2071,58,24,16329,4221,1249,12,3,0,99,72,0,5,22,324,17,114,41,179,122,25,115,13,86,10526,153,14,0,777,2100,0,6,351,2052,161,171,120,700,444,91,2536,155,695,389,513,101.7,10.7,16216018,3018222,15941865,5584663,1476365,1307687,421139,3,83,8,105,1142,5,75,585,0,0,0,0,1,444,10353,5442,4911,498,330,168,9592,3492,6100,605,2322,7345,2,1,24369,4757,264,144,2,6,24,10,109,17,75,11
R43206,åFñ{åß,ã ñºés,64292,30410,33882,63190,29776,33414,7960,4128,3832,34050,16728,17322,21983,9413,12570,11792,4402,7390,841,417,864,1625,1951,25278,25197,62118,14051,7693,7116,3682,3382,217,91,15260,12595,2457,40,3,2,231,135,4,15,51,722,50,88,74,276,269,68,233,33,163,21990,449,19,26,1411,3159,170,61,835,4358,466,245,297,2010,1183,1061,4269,918,1053,2555,972,99.7,8.1,35523458,7116134,34248404,12290742,2660718,2512941,66100,4,372,15,259,3374,7,151,1841,0,0,0,0,5,2892,31132,16569,14563,1276,846,430,22636,8185,14451,5230,7746,18021,21,4,65817,9758,601,228,2,3,61,30,166,46,117,21
R43208,åFñ{åß,éRé≠és,49025,23000,26025,48591,22874,25717,5867,3011,2856,24416,12036,12380,18601,7875,10726,10057,3743,6314,354,330,813,1179,1528,19085,19013,47402,10578,5368,5813,3035,3023,143,75,29969,14538,2210,42,1,1,220,186,3,6,49,581,26,62,45,291,259,29,194,31,184,18308,381,4,9,1401,3852,35,17,633,3445,340,195,124,1912,944,191,3474,393,958,2518,1111,99.8,9.5,31425859,5015608,29010602,10393184,1906418,3631407,568786,2,63,10,220,2502,5,125,1294,0,0,0,0,4,1718,24382,12713,11669,998,634,364,16680,6044,10636,3761,6324,14084,12,2,51721,6345,483,227,3,5,43,23,108,34,65,22
R43210,åFñ{åß,ãeírés,46416,22076,24340,45671,21824,23847,6100,3117,2983,24328,12015,12313,15807,6853,8954,8377,3184,5193,591,322,663,1288,1592,17593,17510,44832,9816,4904,4857,2519,2354,185,85,27685,12610,2025,71,0,1,227,209,0,3,54,500,20,47,55,243,187,48,188,25,147,21725,506,0,2,1388,7586,0,15,854,3135,260,121,362,1462,772,310,3435,404,1113,2179,706,97.3,10.5,28262909,5713707,28036891,9819896,2380696,2247888,92030,3,194,10,202,2630,5,116,1295,0,0,0,0,3,948,23032,12061,10971,1061,681,380,14750,5449,9301,3701,6487,12656,9,4,48624,4987,414,188,2,4,44,20,72,29,68,21
R43211,åFñ{åß,âFìyés,36122,17272,18850,35681,17052,18629,4863,2480,2383,20084,9929,10155,10885,4687,6198,5842,2272,3570,194,261,417,1249,1269,13499,13453,35001,8148,3448,3519,1751,1487,139,53,7430,4585,1340,15,0,1,158,102,1,4,40,391,15,56,47,116,144,38,129,9,74,12477,100,0,13,910,2537,17,12,805,2917,199,172,230,736,605,186,2474,60,504,767,410,95.5,9.8,17485424,4170886,17089582,6782096,1343364,1660043,560106,2,114,7,160,2149,4,96,1193,0,0,0,0,1,702,16077,8472,7605,723,458,265,11138,4159,6979,1265,3573,10693,11,1,37109,3912,322,99,6,0,20,14,43,20,58,13
R43212,åFñ{åß,è„ìVëêés,24563,11502,13061,24422,11452,12970,2541,1276,1265,11653,5775,5878,10321,4431,5890,5606,2116,3490,95,143,423,582,801,10034,10001,23673,5458,3001,3302,1772,1899,96,26,12694,5109,1577,6,25,4,199,105,0,3,121,394,22,96,33,158,165,22,97,36,91,9514,42,268,35,889,1271,0,5,1004,1780,199,151,79,1139,492,62,1410,265,423,429,465,97.7,11.9,21558074,2340879,20937094,5526843,1316448,2060649,138574,0,0,11,136,1130,6,89,575,0,0,0,0,1,200,11244,6041,5203,471,314,157,9963,3694,6269,1340,2319,7507,14,4,26848,5726,336,96,2,1,22,9,36,12,32,15
R43213,åFñ{åß,âFèÈés,57032,26991,30041,56446,26739,29707,7189,3695,3494,29603,14528,15075,19919,8567,11352,10619,4033,6586,459,353,787,1751,1927,21535,21412,54493,12359,5873,6225,3256,2815,203,94,18861,12905,2304,28,0,2,252,149,6,8,76,659,23,61,73,226,241,66,239,24,171,21756,398,0,11,1494,5001,119,39,1187,4475,228,227,247,1526,963,283,4283,271,1004,2104,593,95,8.9,36469827,6132019,35155191,10889933,6002668,3727849,160988,1,68,13,254,3105,5,142,1564,0,0,0,0,2,827,27418,14285,13133,1280,807,473,19359,7244,12115,4147,6006,17017,5,4,58980,1998,547,183,4,7,43,28,130,39,100,23
R43214,åFñ{åß,à¢ëhés,24930,11763,13167,24495,11631,12864,2778,1426,1352,12035,6050,5985,10051,4250,5801,5596,2102,3494,394,138,374,682,869,9987,9944,23579,5059,3316,2927,1626,1547,80,39,37630,16526,1284,32,0,1,132,83,0,6,25,340,14,24,46,229,121,24,87,17,103,10742,324,0,4,901,2144,0,35,246,1894,150,107,131,1536,470,190,1889,292,429,1228,514,95,7.7,20757960,3045653,19630131,5647394,2270584,1605192,545337,2,147,5,108,1178,3,66,568,0,0,0,0,1,390,12715,6685,6030,350,233,117,8749,3239,5510,2368,2842,7373,6,2,26199,5273,291,158,1,3,20,8,57,11,45,12
R43215,åFñ{åß,ìVëêés,75783,35420,40363,75328,35225,40103,8436,4364,4072,35883,17789,18094,31011,13064,17947,16927,6163,10764,320,453,1403,1603,2102,31873,31724,71847,17683,10404,10014,5646,6041,207,112,68382,22009,4831,36,47,2,481,308,9,18,125,1463,71,195,130,539,460,85,366,103,393,29927,334,509,10,2804,2846,183,84,1232,6910,596,428,470,2402,1390,256,7076,790,1607,2408,2322,95,9.2,60703615,7626801,59078711,16993162,3933485,4174026,460272,6,155,17,316,3658,13,225,1939,0,0,0,0,5,1894,35076,18428,16648,1396,906,490,29722,11149,18573,4294,5832,24815,1,4,79914,18414,1229,412,6,11,75,41,197,62,139,48
R43216,åFñ{åß,çáéués,61772,29702,32070,61404,29522,31882,11505,5903,5602,35085,17206,17879,14960,6511,8449,7137,2795,4342,245,635,503,2637,2405,22283,22210,59789,15481,4759,5404,3004,2003,208,123,5319,4626,1381,26,0,0,186,85,1,9,29,348,18,41,49,132,134,61,172,16,74,17426,188,0,0,1084,5036,23,87,667,2407,146,225,365,975,531,586,3735,107,1264,505,194,91.2,5.7,26885202,7442684,25992782,11348511,2122442,4195285,3141,2,430,7,279,4834,3,143,2110,0,0,0,0,0,0,28160,15003,13157,1162,691,471,18290,6762,11528,1213,7488,18934,2,3,62665,1918,272,104,2,4,39,22,118,34,100,23
R43348,åFñ{åß,î¸ó¢í¨,9392,4361,5031,9329,4336,4993,778,382,396,4198,2119,2079,4416,1860,2556,2577,899,1678,63,36,190,149,233,3439,3405,8709,1816,894,1250,615,629,20,9,14400,4002,404,4,0,1,79,41,0,0,8,104,1,2,5,35,40,6,36,11,31,2883,32,0,3,492,375,0,0,59,496,9,3,21,154,104,24,907,44,160,730,440,94.4,5.9,9103812,874403,8655053,1943189,1002915,904302,823862,1,31,3,38,334,2,30,218,0,0,0,0,0,0,4491,2444,2047,153,100,53,3946,1423,2523,608,1315,2544,2,0,9963,2747,93,25,0,2,5,4,16,5,15,4
R43364,åFñ{åß,ã ìåí¨,5045,2399,2646,5019,2382,2637,704,366,338,2508,1255,1253,1833,778,1055,1020,381,639,26,33,60,169,133,1814,1808,4957,1061,419,578,282,273,12,7,2433,1679,153,2,0,1,21,13,0,1,4,44,1,5,4,4,14,1,18,3,17,1121,14,0,21,96,235,0,5,39,281,9,5,13,21,28,1,241,20,92,315,94,94.4,4.5,4016933,563339,3836203,893845,241580,284098,316,0,0,2,28,307,1,16,161,0,0,0,0,0,0,2579,1351,1228,96,66,30,1665,616,1049,554,605,1410,1,0,5254,309,35,3,0,0,2,3,3,3,2,2
R43367,åFñ{åß,ìÏä÷í¨,8979,4282,4697,8831,4185,4646,951,476,475,4484,2261,2223,3529,1537,1992,1931,735,1196,147,46,152,199,279,3503,3486,8734,1925,958,1146,560,561,20,9,6892,3510,414,8,0,0,63,78,0,1,6,117,4,6,10,25,24,5,26,5,36,4212,37,0,0,369,2126,0,1,37,637,19,18,21,282,103,33,333,30,166,664,394,91.9,8.1,6617955,1280818,6475794,1708215,1096227,457302,279967,1,111,4,56,415,1,19,170,0,0,0,0,0,0,4486,2435,2051,183,124,59,3253,1188,2065,642,1490,2299,1,1,9693,4078,104,16,1,0,5,5,3,5,4,2
R43368,åFñ{åß,í∑èFí¨,15372,7668,7704,14777,7190,7587,1843,951,892,8024,4218,3806,5492,2487,3005,2578,1002,1576,592,94,180,450,529,6434,6420,15127,3692,2036,2023,1088,816,49,34,1944,1910,510,2,0,0,66,60,0,2,21,139,7,28,6,36,50,13,37,6,37,7859,90,0,0,468,4057,0,26,395,795,83,55,144,299,114,42,789,38,464,225,155,94.9,7.6,8189061,2028573,8092714,2227084,2215100,603906,5651,0,0,4,58,753,2,39,373,0,0,0,0,0,0,7346,4233,3113,356,241,115,5693,2166,3527,391,2873,4052,5,1,16071,1508,112,25,0,1,8,6,15,9,17,3
R43369,åFñ{åß,òaêÖí¨,9342,4397,4945,9303,4374,4929,950,489,461,4410,2237,2173,3961,1653,2308,2290,831,1459,39,49,189,252,270,3416,3396,8918,1889,809,1202,603,548,23,13,9878,4718,420,16,0,3,51,38,0,0,11,117,3,8,10,34,35,7,35,10,42,3435,83,0,71,213,1225,0,0,157,565,11,8,29,141,165,15,567,72,113,826,415,94.8,10.1,8631788,931513,7589648,1843931,827137,1457957,187412,0,0,2,39,427,2,30,186,0,0,0,0,0,0,4603,2500,2103,179,107,72,3587,1282,2305,875,1210,2509,2,0,9917,763,93,26,0,1,6,4,9,4,7,4
R43403,åFñ{åß,ëÂí√í¨,35187,17449,17738,34522,17135,17387,5980,3118,2862,21234,10843,10391,7632,3264,4368,3691,1390,2301,383,323,298,1963,1777,14165,14135,34535,8208,4567,2601,1339,1175,159,59,9910,5282,1159,32,1,0,91,124,4,10,59,293,13,52,28,143,99,31,78,12,89,17689,234,1,0,619,6672,164,76,1453,2490,161,155,510,1661,419,141,1985,146,802,460,192,89.7,9.6,18278773,5301612,16830808,5220342,2091437,1228519,2205893,3,305,7,175,2582,2,78,1079,0,0,0,0,2,1634,17655,9637,8018,656,418,238,8994,3175,5819,1232,6232,9920,5,1,35047,930,225,100,4,2,23,12,64,21,55,10
R43404,åFñ{åß,ãeózí¨,43337,21220,22117,42337,20777,21560,7429,3759,3670,26215,13189,13026,9043,3979,5064,4233,1693,2540,389,475,265,2606,2276,17794,17761,42310,10288,6157,3129,1754,1318,239,90,3746,3381,1387,9,0,0,140,55,1,8,27,494,14,64,49,153,129,39,142,5,58,18868,79,0,0,915,3605,18,152,940,4745,113,293,243,1938,832,281,2593,1171,950,362,120,93.1,6.6,16040958,7174813,15262683,5822298,1241383,1832162,4906,1,258,6,198,3053,2,93,1384,0,0,0,0,0,0,20910,11325,9585,688,402,286,11240,4050,7190,875,6452,13167,1,1,42136,250,386,134,9,3,32,21,89,28,69,15
R43423,åFñ{åß,ìÏè¨çëí¨,3750,1781,1969,3679,1745,1934,431,214,217,1806,919,887,1511,647,864,801,280,521,71,27,65,146,176,1603,1598,3640,678,633,402,226,280,14,9,11590,2239,267,4,0,0,37,17,0,0,2,58,3,5,1,96,20,3,8,3,10,1790,32,0,0,184,110,0,0,7,265,12,9,1,908,30,3,163,13,53,341,138,89.2,5.9,5019454,448726,4366057,765823,312486,286088,466659,0,0,3,30,185,1,16,79,0,0,0,0,0,0,2182,1162,1020,46,25,21,1063,366,697,413,289,1473,7,0,4034,815,54,38,1,0,2,1,2,0,1,3
R43424,åFñ{åß,è¨çëí¨,6590,3135,3455,6549,3132,3417,699,364,335,3106,1595,1511,2775,1169,1606,1498,539,959,41,39,95,189,261,2682,2649,6245,1300,862,785,446,469,20,9,13694,3061,482,4,0,0,57,35,1,3,13,119,5,17,7,104,44,4,17,6,46,2403,53,0,0,308,195,25,9,110,552,34,29,14,516,148,20,173,52,165,457,207,90,9.7,6518464,694598,6054246,1351075,559953,449909,154341,1,30,1,24,266,1,21,155,0,0,0,0,1,153,3527,1874,1653,91,54,37,2199,802,1397,564,590,2361,0,0,7070,1884,102,67,1,1,3,3,8,6,10,3
R43425,åFñ{åß,éYéRë∫,1382,714,668,1355,695,660,145,77,68,645,357,288,592,280,312,347,146,201,27,6,31,28,60,520,518,1322,239,160,145,83,83,5,1,6081,1863,68,4,0,0,8,5,0,0,0,16,0,0,2,13,2,0,10,3,5,368,16,0,0,61,43,0,0,0,33,0,0,3,49,9,0,126,16,12,186,46,89.5,8.3,2260229,128203,2168871,340335,222336,203453,232775,0,0,0,0,0,0,0,0,1,28,70,39,0,0,809,468,341,15,12,3,409,155,254,336,112,361,4,0,1516,630,14,6,0,0,2,0,1,0,0,1
R43428,åFñ{åß,çÇêXí¨,5789,2788,3001,5727,2768,2959,628,335,293,2633,1350,1283,2503,1091,1412,1331,502,829,62,32,101,211,266,2408,2397,5556,1276,767,796,460,437,13,9,17506,4518,342,11,3,1,41,27,0,1,10,98,3,5,9,51,31,4,21,4,22,2289,174,17,6,220,370,0,2,89,549,25,9,21,223,130,22,365,15,52,360,118,87.8,5.7,5835418,583653,5639736,1326744,759119,376211,27694,1,53,1,24,254,1,20,153,1,21,26,15,1,105,2944,1592,1352,72,46,26,2117,802,1315,631,591,1711,0,0,6398,2790,92,35,2,0,5,2,5,5,9,3
R43432,åFñ{åß,êºå¥ë∫,6426,3109,3317,6339,3085,3254,900,471,429,3496,1717,1779,2026,917,1109,955,369,586,87,42,76,220,212,2362,2358,6263,1443,553,648,345,269,25,9,7722,3140,296,11,0,0,41,51,0,1,7,71,1,9,8,32,26,1,13,3,21,3164,79,0,0,196,1492,0,3,144,400,1,27,21,140,260,2,241,10,148,372,129,94.4,5.4,10809617,959854,10101231,1113641,4703277,390026,150964,0,0,2,45,402,1,18,202,0,0,0,0,0,0,3518,1850,1668,92,53,39,1814,672,1142,563,990,1954,0,0,6758,560,56,26,0,0,4,2,2,3,2,2
R43433,åFñ{åß,ìÏà¢ëhë∫,9836,4796,5040,9682,4702,4980,1005,543,462,4551,2331,2220,4201,1872,2329,2171,832,1339,93,57,143,349,335,4051,3991,9493,2167,1194,1351,781,634,29,17,13732,6322,327,10,0,0,39,22,0,2,5,85,3,10,3,52,36,6,21,6,27,2489,75,0,0,367,182,0,3,34,338,12,36,12,428,222,137,476,54,113,839,293,100.5,8,17315772,1146754,16383129,2063246,3296682,894222,2896458,0,0,5,72,477,1,21,221,0,0,0,0,0,0,5019,2780,2239,143,96,47,3554,1313,2241,1056,1075,2872,1,0,10513,1309,76,29,0,1,8,3,10,4,11,3
R43441,åFñ{åß,å‰ëDí¨,16303,7762,8541,16226,7730,8496,2239,1138,1101,8275,4036,4239,5663,2518,3145,2819,1119,1700,71,117,202,746,581,6196,6179,15905,3813,1509,1920,1028,865,53,31,9903,4350,665,7,0,0,118,53,1,1,24,175,7,17,14,38,63,11,60,11,65,5357,51,0,0,827,691,2,2,361,1250,70,36,64,164,494,90,978,69,208,628,306,94.7,8.2,14997080,1519540,14346156,2986064,3405943,939428,2296557,1,80,6,96,973,1,35,410,0,0,0,0,1,525,7883,4170,3713,311,180,131,5427,2041,3386,699,1969,5196,11,1,16878,1871,136,24,0,0,11,7,24,10,24,7
R43442,åFñ{åß,â√ìáí¨,9547,4584,4963,9443,4511,4932,1707,839,868,5299,2662,2637,2531,1074,1457,1375,493,882,104,95,106,596,373,3495,3488,9340,2119,900,794,402,310,44,15,1665,1665,598,5,1,0,58,37,1,1,11,250,6,39,9,47,45,12,37,4,35,6469,43,8,0,490,592,2,24,244,2656,58,156,29,565,259,28,899,34,382,364,90,96.5,7.6,8510371,1706369,8076413,1740785,3398844,493812,256639,0,0,2,49,671,1,28,272,0,0,0,0,0,0,4561,2463,2098,176,111,65,2680,935,1745,333,1031,3171,2,0,9533,340,202,39,4,2,12,6,24,11,36,3
R43443,åFñ{åß,âvèÈí¨,32510,15602,16908,32304,15513,16791,5144,2635,2509,17502,8526,8976,9742,4368,5374,4862,1964,2898,133,302,327,1464,1194,11744,11699,31304,8040,2355,3447,1896,1181,127,44,6568,4592,898,14,0,0,150,77,2,13,57,206,11,61,33,34,59,21,80,7,73,12897,255,0,0,931,2597,26,318,2520,2086,77,280,172,293,366,130,1923,85,838,632,295,93.7,7.9,48493479,3652223,46791008,5396310,20785091,1450174,13849892,2,197,5,160,2260,2,77,1010,0,0,0,0,0,0,15290,8096,7194,678,400,278,10201,3848,6353,1097,3518,10452,4,1,33300,500,125,22,2,2,19,7,42,15,56,13
R43444,åFñ{åß,çbç≤í¨,10132,4813,5319,10065,4765,5300,1277,652,625,4863,2452,2411,3987,1705,2282,2178,813,1365,59,50,169,281,323,3678,3656,9719,2105,893,1230,600,579,27,16,5793,3243,442,10,1,0,86,40,0,2,15,100,5,14,9,20,46,3,37,8,46,3790,86,2,0,497,771,0,2,308,500,69,67,99,98,146,4,866,143,132,660,270,88.1,6.4,9066756,943660,8652611,2045901,1170967,1012595,1080880,0,0,4,63,597,1,26,248,0,0,0,0,1,81,5073,2716,2357,187,124,63,3506,1275,2231,731,1203,3115,0,0,10607,1789,80,18,0,2,5,3,18,5,18,5
R43447,åFñ{åß,éRìsí¨,13503,6439,7064,13399,6389,7010,1241,625,616,5455,2824,2631,6771,2977,3794,3833,1417,2416,103,72,290,292,392,5252,5217,12852,2599,1471,1886,1075,1035,42,7,54467,13972,745,23,1,2,87,39,0,2,18,211,5,21,22,92,65,6,74,17,60,4614,298,4,19,632,422,0,11,196,883,31,42,65,401,150,11,1128,97,224,1878,496,84.3,4.8,14132987,1201456,13594867,3043167,1334349,745218,2537491,1,0,6,74,569,3,46,275,0,0,0,0,1,131,7452,4031,3421,187,116,71,4528,1626,2902,2792,1160,3413,3,1,14741,4346,186,70,0,4,12,5,18,7,20,10
R43468,åFñ{åß,ïXêÏí¨,11094,5083,6011,10924,5068,5856,1206,619,587,5321,2562,2759,4298,1780,2518,2302,818,1484,155,51,205,279,362,3932,3912,10647,1956,988,1171,556,564,31,18,3336,2996,426,13,1,0,60,31,1,5,3,104,2,13,9,30,38,10,66,3,37,2824,87,1,0,290,144,2,28,43,680,15,25,21,241,114,33,959,34,107,658,107,96.4,5.9,7407262,1014676,7099881,2004081,803331,749815,0,3,72,3,51,558,2,34,326,0,0,0,0,0,0,5490,2800,2690,194,121,73,3912,1411,2501,1526,1033,2875,2,1,11785,1038,80,27,1,1,9,5,10,6,15,6
R43482,åFñ{åß,à∞ñkí¨,15681,7370,8311,15650,7362,8288,1619,835,784,7030,3537,3493,7025,2994,4031,3948,1500,2448,31,84,301,291,510,5996,5958,14807,3274,1615,2169,1181,1093,37,25,23401,5158,625,8,1,0,76,44,0,3,7,176,5,7,12,65,69,5,76,10,61,5393,124,7,0,614,788,0,4,111,1107,36,14,134,390,165,18,1625,35,221,963,663,92.1,4.1,11027627,1994228,10601041,3108339,1134434,1415382,42759,0,0,9,73,747,3,46,349,0,0,0,0,1,213,7054,3723,3331,253,174,79,6744,2632,4112,1080,1616,4351,6,1,16825,3155,152,45,1,3,17,5,26,11,21,8
R43484,åFñ{åß,í√ìﬁñÿí¨,4254,1993,2261,4247,1990,2257,460,231,229,1984,992,992,1790,759,1031,1033,366,667,7,26,86,95,117,1687,1680,4119,948,456,570,295,305,10,6,3408,1234,154,1,2,0,23,20,0,0,4,34,2,3,0,17,20,0,14,4,10,991,5,19,0,166,175,0,0,39,210,8,7,0,75,46,0,196,10,35,233,156,87.8,1.8,3265931,422780,3115529,819394,261366,314521,5889,1,9,1,18,207,1,17,115,0,0,0,0,0,0,1967,1052,915,96,64,32,1709,634,1075,323,409,1234,1,0,4546,791,30,15,0,0,4,1,2,1,1,2
R43501,åFñ{åß,ã—í¨,10288,4891,5397,10233,4861,5372,1529,778,751,5330,2647,2683,3420,1459,1961,1676,628,1048,49,89,130,432,405,3729,3710,10045,2004,927,988,522,493,30,15,8504,3628,424,14,0,0,43,31,1,0,6,132,5,8,18,36,45,6,46,6,27,4304,197,0,0,333,1185,4,0,130,949,24,44,152,213,221,51,542,114,145,579,268,91.6,9.2,5942537,1160740,5763111,1928812,492009,397280,62123,0,0,3,58,649,1,26,303,0,0,0,0,1,330,5431,2809,2622,186,117,69,3055,1137,1918,1022,1242,3159,27,1,10561,1795,112,27,1,0,10,4,8,5,7,6
R43505,åFñ{åß,ëΩó«ñÿí¨,9076,4263,4813,8994,4231,4763,1026,514,512,4130,2081,2049,3879,1642,2237,2151,794,1357,60,41,166,246,325,3463,3452,8832,1812,934,1142,558,600,22,11,16586,3313,475,17,0,1,49,41,0,1,4,124,5,16,17,51,59,12,33,6,39,3354,205,0,27,501,608,0,2,32,752,34,64,69,194,165,37,452,37,175,680,331,88.3,8.6,7178955,805178,6807019,2114950,650113,447125,146900,1,0,6,53,469,1,19,244,0,0,0,0,0,0,4683,2466,2217,131,81,50,3062,1107,1955,986,1089,2491,4,0,9465,1930,101,43,1,1,8,4,27,7,29,5
R43506,åFñ{åß,ìíëOí¨,3627,1700,1927,3622,1698,1924,391,203,188,1635,835,800,1601,662,939,909,327,582,5,14,76,114,105,1401,1399,3537,737,385,461,231,269,7,7,4837,1321,181,8,0,0,16,23,0,0,3,57,1,2,3,12,26,5,6,3,16,976,93,0,0,62,255,0,0,32,206,7,19,9,106,41,31,44,20,51,256,108,97.4,4.2,3575041,262484,3373978,860104,328213,278051,32093,0,0,1,18,182,1,14,89,0,0,0,0,0,0,1872,987,885,52,36,16,1308,472,836,436,428,1008,1,0,3760,579,53,9,0,0,3,2,2,2,6,2
R43507,åFñ{åß,êÖè„ë∫,2033,938,1095,2026,937,1089,264,141,123,867,443,424,902,354,548,530,166,364,7,14,30,48,64,786,782,1960,398,229,239,123,175,3,0,19096,1671,90,2,0,1,7,9,0,1,1,22,0,1,0,20,8,0,8,5,5,560,11,0,5,56,88,0,1,1,61,0,1,0,63,12,0,135,117,9,178,106,88.1,8,3747192,211187,3384812,492200,387438,334789,116062,0,0,2,20,105,1,13,72,0,0,0,0,0,0,1010,536,474,22,12,10,737,249,488,286,184,537,22,0,2181,383,20,7,0,0,3,1,1,1,1,2
R43510,åFñ{åß,ëäó«ë∫,4070,1929,2141,4055,1919,2136,437,223,214,1879,959,920,1754,747,1007,949,357,592,15,19,72,75,161,1466,1461,3949,777,326,513,254,227,11,3,9454,2502,192,11,1,0,39,30,0,0,3,40,0,4,4,7,14,3,16,5,15,1424,110,2,0,281,314,0,0,33,238,0,13,22,59,45,4,249,22,32,332,191,91.5,8,4258648,378906,4099183,852118,346627,245301,57810,0,0,2,23,198,1,15,114,0,0,0,0,0,0,1995,1060,935,95,60,35,1433,533,900,409,455,1019,1,0,4421,1459,31,4,0,0,3,0,4,0,2,3
R43511,åFñ{åß,å‹ñÿë∫,931,447,484,928,447,481,72,34,38,409,221,188,446,191,255,266,92,174,3,2,15,43,55,420,418,921,208,146,145,85,88,5,0,25292,1169,58,3,0,0,9,6,0,0,0,18,1,2,1,7,3,0,2,2,4,424,115,0,0,109,65,0,0,0,57,1,4,1,17,6,0,25,8,16,26,60,88.2,7,2915230,239647,2860333,281871,381893,181063,142402,0,0,1,6,27,1,12,20,0,0,0,0,1,27,471,274,197,6,3,3,344,117,227,86,85,258,5,0,1072,187,15,3,0,0,1,0,0,0,0,1
